species,oldSpeciesCanonicalName,similarity,prediction,model,threshold,pooling
Ochropacha duplaris,Bombyx binotata,0.9983,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Cimatophora duplaris,0.9994,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Cymatophora argentea,0.9965,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Cymatophora bipuncta,0.9988,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Cymatophora brabantia,0.9993,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Cymatophora britannica,0.9988,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Cymatophora clara,0.9929,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Cymatophora obscurata,0.999,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Cymatophora pulverosa,0.9986,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Cymatophora undosa,0.9916,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Cymatophora unipunctata,0.9985,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Noctua bicolor,0.9948,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Noctua bicolorata,0.9991,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Noctua bipuncta,0.999,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Ochropacha ruficollis,0.9996,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Palimpsestis duplaris,0.9996,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Phalaena bipuncta,0.999,synonym,gpt2-medium,0.7,last_token
Ochropacha duplaris,Tethea duplaris,0.9991,synonym,gpt2-medium,0.7,last_token
Euphalacra discipuncta,Ectothyris discipuncta,0.9997,synonym,gpt2-medium,0.7,last_token
Euphalacra semisecta,Ectothyris semisecta,0.9996,synonym,gpt2-medium,0.7,last_token
Euphalacra semisecta,Neophalacra laticornis,0.9979,synonym,gpt2-medium,0.7,last_token
Euphalacra trifenestrata,Ectothyris trifenestrata,0.9997,synonym,gpt2-medium,0.7,last_token
Eudeilinia herminiata,Eudeilinia biseriata,0.9998,synonym,gpt2-medium,0.7,last_token
Epicampoptera andersoni,Metadrepana andersoni,0.9981,synonym,gpt2-medium,0.7,last_token
Epicampoptera erosa,Thymistida erosa,0.999,synonym,gpt2-medium,0.7,last_token
Epicampoptera heterogyna,Metadrepana heterogyna,0.998,synonym,gpt2-medium,0.7,last_token
Epicampoptera marantica,Epicampoptera ignorata,0.9991,synonym,gpt2-medium,0.7,last_token
Epicampoptera marantica,Metadrepana marantica,0.9984,synonym,gpt2-medium,0.7,last_token
Epicampoptera pallida,Metadrepana pallida,0.9987,synonym,gpt2-medium,0.7,last_token
Epicampoptera strandi,Epicampoptera vulvornata,0.9934,synonym,gpt2-medium,0.7,last_token
Sabra harpagula,Bombyx sicula,0.998,synonym,gpt2-medium,0.7,last_token
Sabra harpagula,Drepana pallascens,0.9984,synonym,gpt2-medium,0.7,last_token
Sabra harpagula,Phalaena harpagula,0.9995,synonym,gpt2-medium,0.7,last_token
Sabra harpagula,Platypteryx sicula,0.9971,synonym,gpt2-medium,0.7,last_token
Sabra harpagula,Sabra sicula,0.998,synonym,gpt2-medium,0.7,last_token
Sabra sinica,Palaeodrepana sinica,0.9996,synonym,gpt2-medium,0.7,last_token
Gonoreta contracta,Oreta contracta,0.9996,synonym,gpt2-medium,0.7,last_token
Gonoreta differenciata,Lomadontophana differenciata,0.9995,synonym,gpt2-medium,0.7,last_token
Gonoreta gonioptera,Oreta gonioptera,0.9998,synonym,gpt2-medium,0.7,last_token
Hypsidia australica,Eggersia australica,0.9992,synonym,gpt2-medium,0.7,last_token
Sewa orbiferata,Abraxas orbiferata,0.9999,synonym,gpt2-medium,0.7,last_token
Sewa orbiferata,Argyris insignata,0.9986,synonym,gpt2-medium,0.7,last_token
Pseudothyatira cymatophoroides,Thyatira cymatophoroides,0.9997,synonym,gpt2-medium,0.7,last_token
Pseudothyatira expultrix,Lacinia expultrix,0.9982,synonym,gpt2-medium,0.7,last_token
Epipsestis albidisca,Palimpsestis albidisca,0.9998,synonym,gpt2-medium,0.7,last_token
Epipsestis albidisca,Polyploca albidisca,0.9983,synonym,gpt2-medium,0.7,last_token
Epipsestis albidisca,Polyploca polychromata,0.9974,synonym,gpt2-medium,0.7,last_token
Epipsestis bilineata,Polyploca acutangula,0.9986,synonym,gpt2-medium,0.7,last_token
Epipsestis bilineata,Polyploca bilineata,0.9988,synonym,gpt2-medium,0.7,last_token
Epipsestis dubia,Polyploca dubia,0.9993,synonym,gpt2-medium,0.7,last_token
Epipsestis dubia,Polyploca nigrifasciata,0.997,synonym,gpt2-medium,0.7,last_token
Epipsestis dubia,Polyploca nigrilineata,0.9968,synonym,gpt2-medium,0.7,last_token
Epipsestis dubia,Polyploca semifascia,0.9984,synonym,gpt2-medium,0.7,last_token
Epipsestis orbicularis,Palimpsestis orbicularis,0.9997,synonym,gpt2-medium,0.7,last_token
Epipsestis orbicularis,Palimpsestis sumatrensis,0.9989,synonym,gpt2-medium,0.7,last_token
Epipsestis ornata,Epipsestis unicolor,0.9942,synonym,gpt2-medium,0.7,last_token
Epipsestis ornata,Polyploca concolor,0.9955,synonym,gpt2-medium,0.7,last_token
Epipsestis ornata,Polyploca ornata,0.9992,synonym,gpt2-medium,0.7,last_token
Epipsestis ornata,Sugiploca sugitanii,0.9967,synonym,gpt2-medium,0.7,last_token
Epipsestis renalis,Palimpsestis renalis,0.9997,synonym,gpt2-medium,0.7,last_token
Astatochroa fuscimargo,Artaxa usta,0.9978,synonym,gpt2-medium,0.7,last_token
Astatochroa fuscimargo,Oreta pusilla,0.999,synonym,gpt2-medium,0.7,last_token
Astatochroa fuscimargo,Oreta roseola,0.9963,synonym,gpt2-medium,0.7,last_token
Astatochroa fuscimargo,Psiloreta fuscimargo,0.9997,synonym,gpt2-medium,0.7,last_token
Astatochroa sulphurata,Psiloreta fasciata,0.9993,synonym,gpt2-medium,0.7,last_token
Astatochroa sulphurata,Psiloreta obsoleta,0.9988,synonym,gpt2-medium,0.7,last_token
Astatochroa sulphurata,Psiloreta sulphurata,0.9993,synonym,gpt2-medium,0.7,last_token
Teldenia niveata,Teldenia angustifascia,0.9983,synonym,gpt2-medium,0.7,last_token
Ceranemota fasciata,Bombycia fasciata,0.9996,synonym,gpt2-medium,0.7,last_token
Ceranemota improvisa,Cymatophora improvisa,0.9988,synonym,gpt2-medium,0.7,last_token
Ceranemota tearlei,Gluphisia tearlei,0.9995,synonym,gpt2-medium,0.7,last_token
Pseudalbara parvula,Pseudalbara griseola,0.9987,synonym,gpt2-medium,0.7,last_token
Pseudalbara parvula,Pseudalbara muscula,0.9981,synonym,gpt2-medium,0.7,last_token
Mesopsestis undosa,Palimpsestis undosa,0.9998,synonym,gpt2-medium,0.7,last_token
Togaria tancrei,Cymatophora tancrei,0.9992,synonym,gpt2-medium,0.7,last_token
Togaria tancrei,Nemacerota tancrei,0.9995,synonym,gpt2-medium,0.7,last_token
Togaria tancrei,Togaria suzukiana,0.9992,synonym,gpt2-medium,0.7,last_token
Togaria tancrei,Togaria takaozana,0.9982,synonym,gpt2-medium,0.7,last_token
Mimozethes argentilinearia,Mimozethes nana,0.9948,synonym,gpt2-medium,0.7,last_token
Mimozethes lilacinaria,Mimozethes lycoraearia,0.9963,synonym,gpt2-medium,0.7,last_token
Kurama galbanus,Asphalia galbanus,0.9993,synonym,gpt2-medium,0.7,last_token
Kurama galbanus,Polyploca anglica,0.9984,synonym,gpt2-medium,0.7,last_token
Kurama mirabilis,Xylina mirabilis,0.998,synonym,gpt2-medium,0.7,last_token
Liocrops carnosa,Phalacropsis carnosa,0.999,synonym,gpt2-medium,0.7,last_token
Liocrops edentata,Phalacra edentata,0.9995,synonym,gpt2-medium,0.7,last_token
Liocrops pseudoluteata,Phalacropsis pseudoluteata,0.9996,synonym,gpt2-medium,0.7,last_token
Liocrops semiprotrusa,Phalacropsis semiprotrusa,0.9988,synonym,gpt2-medium,0.7,last_token
Mimopsestis albogrisea,Spilobasis albogrisea,0.9976,synonym,gpt2-medium,0.7,last_token
Mimopsestis albogrisea,Toelgyfaloca albogrisea,0.9992,synonym,gpt2-medium,0.7,last_token
Mimopsestis basalis,Palimpsestis basalis,0.9999,synonym,gpt2-medium,0.7,last_token
Mimopsestis circumdata,Spilobasis circumdata,0.9996,synonym,gpt2-medium,0.7,last_token
Mimopsestis circumdata,Toelgyfaloca circumdata,0.9997,synonym,gpt2-medium,0.7,last_token
Mimopsestis curvata,Spilobasis curvata,0.9993,synonym,gpt2-medium,0.7,last_token
Mimopsestis honei,Spilobasis honei,0.9997,synonym,gpt2-medium,0.7,last_token
Mimopsestis minor,Spilobasis minor,0.9973,synonym,gpt2-medium,0.7,last_token
Mimopsestis pseudomaculata,Parapsestis pseudomaculata,0.9996,synonym,gpt2-medium,0.7,last_token
Mimopsestis pseudomaculata,Parapsestis pseudomaculata,0.9996,synonym,gpt2-medium,0.7,last_token
Mimopsestis pseudomaculata,Spilobasis pseudomaculata,0.9995,synonym,gpt2-medium,0.7,last_token
Nemacerota alternata,Palimpsestis alternata,0.9997,synonym,gpt2-medium,0.7,last_token
Nemacerota alternata,Stenopsestis alternata,0.9997,synonym,gpt2-medium,0.7,last_token
Nemacerota cinerea,Asphalia cinerea,0.9981,synonym,gpt2-medium,0.7,last_token
Euthyatira lorata,Thyatira lorata,0.9998,synonym,gpt2-medium,0.7,last_token
Euthyatira pennssylvanica,Euthyatira pennsylvanica,0.9985,synonym,gpt2-medium,0.7,last_token
Euthyatira pudens,Thyatira pudens,0.9997,synonym,gpt2-medium,0.7,last_token
Euthyatira semicircularis,Bombycia griseor,0.9844,synonym,gpt2-medium,0.7,last_token
Euthyatira semicircularis,Bombycia semicircularis,0.9997,synonym,gpt2-medium,0.7,last_token
Euthyatira semicircularis,Euthyatira tema,0.9918,synonym,gpt2-medium,0.7,last_token
Ditrigona conflexaria,Acidalia conflexaria,0.9997,synonym,gpt2-medium,0.7,last_token
Ditrigona derocina,Peridrepana derocina,0.9998,synonym,gpt2-medium,0.7,last_token
Ditrigona furvicosta,Leucodrepana furvicosta,0.9997,synonym,gpt2-medium,0.7,last_token
Ditrigona idaeoides,Leucodrepana idaeoides,0.9998,synonym,gpt2-medium,0.7,last_token
Ditrigona inconspicua,Teldenia inconspicua,0.9997,synonym,gpt2-medium,0.7,last_token
Ditrigona innotata,Drepana innotata,0.9998,synonym,gpt2-medium,0.7,last_token
Ditrigona jardanaria,Corycia jardanaria,0.9996,synonym,gpt2-medium,0.7,last_token
Ditrigona lineata,Leucodrepana lineata,0.9999,synonym,gpt2-medium,0.7,last_token
Ditrigona micronioides,Auzatella micronioides,0.9998,synonym,gpt2-medium,0.7,last_token
Ditrigona mytylata,Corycia mytylata,0.9996,synonym,gpt2-medium,0.7,last_token
Ditrigona obliquilinea,Leucodrepana obliquilinea,0.9999,synonym,gpt2-medium,0.7,last_token
Ditrigona pentesticha,Auzatella pentesticha,0.9995,synonym,gpt2-medium,0.7,last_token
Ditrigona quinaria,Drepanodes quinaria,0.9995,synonym,gpt2-medium,0.7,last_token
Ditrigona quinaria,Thaleridia pruinosa,0.9978,synonym,gpt2-medium,0.7,last_token
Ditrigona quinquelineata,Leucodrepana quinquelineata,0.9999,synonym,gpt2-medium,0.7,last_token
Ditrigona sericea,Drepana fulvicosta,0.9985,synonym,gpt2-medium,0.7,last_token
Ditrigona sericea,Leucodrepana birmanica,0.999,synonym,gpt2-medium,0.7,last_token
Ditrigona sericea,Peridrepana sericea,0.9999,synonym,gpt2-medium,0.7,last_token
Ditrigona virgo,Corycia sacra,0.9987,synonym,gpt2-medium,0.7,last_token
Ditrigona virgo,Corycia virgo,0.9993,synonym,gpt2-medium,0.7,last_token
Cyclidia javana,Cyclidia absentimacula,0.991,synonym,gpt2-medium,0.7,last_token
Cyclidia orciferaria,Cyclidia ociferaria,0.9996,synonym,gpt2-medium,0.7,last_token
Cyclidia rectificata,Cyclidia mauricolaria,0.9993,synonym,gpt2-medium,0.7,last_token
Cyclidia rectificata,Cyclidia patulata,0.9995,synonym,gpt2-medium,0.7,last_token
Cyclidia substigmaria,Cyclidia capitata,0.9985,synonym,gpt2-medium,0.7,last_token
Spica parallelangula,Plusinia aurea,0.9941,synonym,gpt2-medium,0.7,last_token
Falcaria bilineata,Drepana bilineata,0.9999,synonym,gpt2-medium,0.7,last_token
Falcaria bilineata,Drepana hudsoni,0.9974,synonym,gpt2-medium,0.7,last_token
Falcaria bilineata,Drepana levis,0.994,synonym,gpt2-medium,0.7,last_token
Falcaria bilineata,Falcaria rampartensis,0.9994,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Bombyx lacertula,0.998,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Drepana brykaria,0.9972,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Drepana conjuncta,0.9989,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Drepana curvula,0.9978,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Drepana dimidiata,0.9991,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Drepana erosula,0.9988,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Drepana interpres,0.9665,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Drepana lacertinaria,0.9998,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Drepana lacertula,0.9993,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Drepana scincula,0.997,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Drepana tacoraria,0.9979,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Falcaria conjuncta,0.9989,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Phalaena lacertula,0.9992,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Platypteryx lacertinaria,0.9995,synonym,gpt2-medium,0.7,last_token
Falcaria lacertinaria,Platypteryx lacertula,0.9986,synonym,gpt2-medium,0.7,last_token
Argodrepana verticata,Peridrepana verticata,0.9998,synonym,gpt2-medium,0.7,last_token
Drapetodes fratercula,Drapetodes fratercula,1.0,synonym,gpt2-medium,0.7,last_token
Drapetodes matulata,Drapetodes obliquifasciata,0.9978,synonym,gpt2-medium,0.7,last_token
Drapetodes mitaria,Drapetodes albidior,0.9935,synonym,gpt2-medium,0.7,last_token
Drapetodes mitaria,Drapetodes platycerata,0.9905,synonym,gpt2-medium,0.7,last_token
Drapetodes mitaria,Drapetodes vapida,0.9976,synonym,gpt2-medium,0.7,last_token
Tetheella fluctuosa,Cymatophora fluctuosa,0.9981,synonym,gpt2-medium,0.7,last_token
Tetheella fluctuosa,Palimpsestis cocncolor,0.9874,synonym,gpt2-medium,0.7,last_token
Tetheella fluctuosa,Palimpsestis fluctuosa,0.9986,synonym,gpt2-medium,0.7,last_token
Tetheella fluctuosa,Palimpsestis obscura,0.9973,synonym,gpt2-medium,0.7,last_token
Tetheella fluctuosa,Tethea albilinea,0.998,synonym,gpt2-medium,0.7,last_token
Tetheella fluctuosa,Tethea bifasciata,0.9983,synonym,gpt2-medium,0.7,last_token
Tetheella fluctuosa,Tethea effusa,0.9986,synonym,gpt2-medium,0.7,last_token
Tetheella fluctuosa,Tethea fluctuosa,0.9988,synonym,gpt2-medium,0.7,last_token
Negera bimaculata,Ancistrota bimaculata,0.9992,synonym,gpt2-medium,0.7,last_token
Negera confusa,Ctenogyna lytaea,0.9986,synonym,gpt2-medium,0.7,last_token
Negera confusa,Negera lytaea,0.9986,synonym,gpt2-medium,0.7,last_token
Negera immaculata,Ancistrina immaculata,0.9997,synonym,gpt2-medium,0.7,last_token
Negera natalensis,Ancistrota geometroides,0.9981,synonym,gpt2-medium,0.7,last_token
Negera natalensis,Ctenogyna natalensis,0.9995,synonym,gpt2-medium,0.7,last_token
Microthyatira decorata,Nemacerota decorata,0.9996,synonym,gpt2-medium,0.7,last_token
Microthyatira decorata,Polyploca decorata,0.9996,synonym,gpt2-medium,0.7,last_token
Thyatira batis,Thyatira albopunctata,0.995,synonym,gpt2-medium,0.7,last_token
Thyatira batis,Thyatira conflua,0.9992,synonym,gpt2-medium,0.7,last_token
Thyatira batis,Thyatira confluens,0.9983,synonym,gpt2-medium,0.7,last_token
Thyatira batis,Thyatira confluens,0.9983,synonym,gpt2-medium,0.7,last_token
Thyatira batis,Thyatira derosea,0.9992,synonym,gpt2-medium,0.7,last_token
Thyatira batis,Thyatira indecorata,0.9967,synonym,gpt2-medium,0.7,last_token
Thyatira batis,Thyatira juncta,0.9989,synonym,gpt2-medium,0.7,last_token
Thyatira batis,Thyatira phaea,0.9972,synonym,gpt2-medium,0.7,last_token
Thyatira batis,Thyatira rubrescens,0.997,synonym,gpt2-medium,0.7,last_token
Thyatira batis,Thyatira variabilis,0.9969,synonym,gpt2-medium,0.7,last_token
Thyatira mexicana,Thyatira superba,0.9965,synonym,gpt2-medium,0.7,last_token
Zusidava tortricaria,Zusidava sinuosa,0.9979,synonym,gpt2-medium,0.7,last_token
Spidia fenestrata,Hemictenarcha rubrisecta,0.9989,synonym,gpt2-medium,0.7,last_token
Spidia fenestrata,Spidia fenestriculata,0.9999,synonym,gpt2-medium,0.7,last_token
Spidia fenestrata,Spidia rubrisecta,0.9995,synonym,gpt2-medium,0.7,last_token
Spidia miserrima,Thymistida miserrima,0.9989,synonym,gpt2-medium,0.7,last_token
Spidia smithi,Phalacrothyris smithi,0.9987,synonym,gpt2-medium,0.7,last_token
Spidia subviridis,Phalacrothyris subviridis,0.9993,synonym,gpt2-medium,0.7,last_token
Toxoides undulata,Osica undulata,0.9988,synonym,gpt2-medium,0.7,last_token
Toxoides undulata,Toxoides emphloius,0.9987,synonym,gpt2-medium,0.7,last_token
Toxoides undulata,Toxoides longipennis,0.998,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Achlya atrescens,0.9963,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Achlya fuscomaculata,0.9995,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Achlya nigromaculata,0.9991,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Achlya signatipennis,0.996,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Achlya simplex,0.9975,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Achlya unilinea,0.9987,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Achyla flavicornis,1.0,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Asphalia flavicornis,0.9999,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Asphalia rosea,0.9949,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Cymatophora flavicornis,0.9995,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Noctua flavicornis,0.9992,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Noctua luteicornis,0.9993,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Phalaena arcuata,0.9982,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Phalaena sulphureomaculata,0.9993,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyplaca clausa,0.995,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca angustefasciata,0.999,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca confluens,0.9931,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca confluens,0.9931,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca confluens,0.9931,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca covergens,0.9973,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca flavicornis,0.9996,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca haverkampfi,0.9887,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca medionigra,0.9888,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca melanalba,0.9981,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca nudata,0.9987,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca obsoleta,0.9993,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca pseudoalbingensis,0.9993,synonym,gpt2-medium,0.7,last_token
Achlya flavicornis,Polyploca unimaculata,0.9989,synonym,gpt2-medium,0.7,last_token
Achlya kuramana,Sugitaniella kuramana,0.9972,synonym,gpt2-medium,0.7,last_token
Spectroreta hyalodisca,Spectroreta flava,0.9885,synonym,gpt2-medium,0.7,last_token
Spectroreta hyalodisca,Spectroreta rufa,0.9928,synonym,gpt2-medium,0.7,last_token
Nordstromia aqua,Drepana aqua,0.9996,synonym,gpt2-medium,0.7,last_token
Nordstromia bicostata,Albara bicostata,0.9986,synonym,gpt2-medium,0.7,last_token
Nordstromia duplicata,Albara duplicata,0.9989,synonym,gpt2-medium,0.7,last_token
Nordstromia duplicata,Albara olivacea,0.9967,synonym,gpt2-medium,0.7,last_token
Nordstromia duplicata,Nordstromia pallidior,0.992,synonym,gpt2-medium,0.7,last_token
Nordstromia humerata,Albara humerata,0.9975,synonym,gpt2-medium,0.7,last_token
Nordstromia japonica,Albara sachalinensis,0.9984,synonym,gpt2-medium,0.7,last_token
Nordstromia japonica,Drepana punctifera,0.9988,synonym,gpt2-medium,0.7,last_token
Nordstromia lilacina,Albara lilacina,0.9952,synonym,gpt2-medium,0.7,last_token
Nordstromia problematica,Albara aestivalis,0.9965,synonym,gpt2-medium,0.7,last_token
Nordstromia problematica,Albara problematica,0.9989,synonym,gpt2-medium,0.7,last_token
Nordstromia recava,Nordstroemia recava,0.9989,synonym,gpt2-medium,0.7,last_token
Nordstromia siccifolia,Allodrepana siccifolia,0.9993,synonym,gpt2-medium,0.7,last_token
Nordstromia simillima,Albara simillima,0.9984,synonym,gpt2-medium,0.7,last_token
Nordstromia sumatrana,Albara sumatrana,0.9979,synonym,gpt2-medium,0.7,last_token
Nordstromia vira,Albara erpina,0.9975,synonym,gpt2-medium,0.7,last_token
Nordstromia vira,Albara gracillima,0.9979,synonym,gpt2-medium,0.7,last_token
Nordstromia vira,Albara mimetica,0.9988,synonym,gpt2-medium,0.7,last_token
Nordstromia vira,Albara ocellata,0.9985,synonym,gpt2-medium,0.7,last_token
Nordstromia vira,Drepana vira,0.9983,synonym,gpt2-medium,0.7,last_token
Nordstromia vira,Nordstromia amabilis,0.9985,synonym,gpt2-medium,0.7,last_token
Nordstromia vira,Nordstromia pallidina,0.9973,synonym,gpt2-medium,0.7,last_token
